bank,id,issues
"sg_btt.json","sg_btt_0546","missing_media"
"sg_btt.json","sg_btt_0548","missing_media"
"sg_btt.json","sg_btt_0549","missing_media"
"sg_btt.json","sg_btt_0550","missing_media"
"sg_btt.json","sg_btt_0551","missing_media"
"sg_btt.json","sg_btt_0552","missing_media"
"sg_btt.json","sg_btt_0553","missing_media"
"sg_btt.json","sg_btt_0554","missing_media"
"sg_btt.json","sg_btt_0555","missing_media"
"sg_btt.json","sg_btt_0556","missing_media"
"sg_btt.json","sg_btt_0557","missing_media"
"sg_btt.json","sg_btt_0558","missing_media"
"sg_btt.json","sg_btt_0559","missing_media"
"sg_btt.json","sg_btt_0560","missing_media"
"sg_btt.json","sg_btt_0561","missing_media"
"sg_btt.json","sg_btt_0562","missing_media"
"sg_btt.json","sg_btt_0563","missing_media"
"sg_btt.json","sg_btt_0564","missing_media"
"sg_btt.json","sg_btt_0565","missing_media"
"sg_ftt.json","sg_ftt_0001","missing_media"
"sg_ftt.json","sg_ftt_0002","missing_media"
"sg_ftt.json","sg_ftt_0003","missing_media"
"sg_ftt.json","sg_ftt_0004","missing_media"
"sg_ftt.json","sg_ftt_0005","missing_media"
"sg_ftt.json","sg_ftt_0006","missing_media"
"sg_ftt.json","sg_ftt_0007","missing_media"
"sg_ftt.json","sg_ftt_0008","missing_media"
"sg_ftt.json","sg_ftt_0009","missing_media"
"sg_ftt.json","sg_ftt_0010","missing_media"
"sg_ftt.json","sg_ftt_0011","missing_media"
"sg_ftt.json","sg_ftt_0012","missing_media"
"sg_ftt.json","sg_ftt_0013","missing_media"
"sg_ftt.json","sg_ftt_0014","missing_media"
"sg_ftt.json","sg_ftt_0015","missing_media"
"sg_ftt.json","sg_ftt_0016","missing_media"
"sg_ftt.json","sg_ftt_0017","missing_media"
"sg_ftt.json","sg_ftt_0018","missing_media"
"sg_ftt.json","sg_ftt_0019","missing_media"
"sg_ftt.json","sg_ftt_0020","missing_media"
"sg_ftt.json","sg_ftt_0021","missing_media"
"sg_ftt.json","sg_ftt_0022","missing_media"
"sg_ftt.json","sg_ftt_0023","missing_media"
"sg_ftt.json","sg_ftt_0024","missing_media"
"sg_ftt.json","sg_ftt_0025","missing_media"
"sg_ftt.json","sg_ftt_0026","missing_media"
"sg_ftt.json","sg_ftt_0027","missing_media"
"sg_ftt.json","sg_ftt_0028","missing_media"
"sg_ftt.json","sg_ftt_0029","missing_media"
"sg_ftt.json","sg_ftt_0030","missing_media"
"sg_ftt.json","sg_ftt_0031","missing_media"
"sg_ftt.json","sg_ftt_0032","missing_media"
"sg_ftt.json","sg_ftt_0033","missing_media"
"sg_ftt.json","sg_ftt_0034","missing_media"
"sg_ftt.json","sg_ftt_0035","missing_media"
"sg_ftt.json","sg_ftt_0036","missing_media"
"sg_ftt.json","sg_ftt_0037","missing_media"
